ELF code,Country ELF,Country,Jurisdiction,Entity legal form local name,Language,Entity legal form transliterated name,Abbreviation,Source
760X,Finland,Finland,,Muu yhdistys,Finnish,Muu yhdistys,Muu yhdistys,ELF v1.5
760X,Finland,Finland,,Annan förening,Swedish,Annan förening,Annan förening,ELF v1.5
8HGS,Finland,Finland,,Erityislainsäädäntöön perustuva yhdistys,Finnish,Erityislainsäädäntöön perustuva yhdistys,Erityislainsäädäntöön perustuva yhdistys,ELF v1.5
8HGS,Finland,Finland,,Förening som grundar sig på speciallagstiftning,Swedish,Förening som grundar sig på speciallagstiftning,Förening som grundar sig på speciallagstiftning,ELF v1.5
8WJ7,Finland,Finland,,Keskinäinen kiinteistöosakeyhtiö,Finnish,Keskinäinen kiinteistöosakeyhtiö,Keskinäinen kiinteistöosakeyhtiö,ELF v1.5
8WJ7,Finland,Finland,,Ömsesidigt fastighetsaktiebolag,Swedish,Ömsesidigt fastighetsaktiebolag,Ömsesidigt fastighetsaktiebolag,ELF v1.5
97PB,Finland,Finland,,Vakuutuskassa,Finnish,Vakuutuskassa,Vakuutuskassa,ELF v1.5
97PB,Finland,Finland,,Försäkringskassa,Swedish,Försäkringskassa,Försäkringskassa,ELF v1.5
9AUC,Finland,Finland,,Vakuutusyhdistys,Finnish,Vakuutusyhdistys,Vakuutusyhdistys,ELF v1.5
9AUC,Finland,Finland,,Försäkringsförening,Swedish,Försäkringsförening,Försäkringsförening,ELF v1.5
AUPV,Finland,Finland,,Muu kiinteistöosakeyhtiö,Finnish,Muu kiinteistöosakeyhtiö,Muu kiinteistöosakeyhtiö,ELF v1.5
AUPV,Finland,Finland,,Annat fastighetsaktiebolag,Swedish,Annat fastighetsaktiebolag,Annat fastighetsaktiebolag,ELF v1.5
BKQO,Finland,Finland,,Valtio ja sen laitokset,Finnish,Valtio ja sen laitokset,Valtio ja sen laitokset,ELF v1.5
BKQO,Finland,Finland,,Staten och dess inrättningar,Swedish,Staten och dess inrättningar,Staten och dess inrättningar,ELF v1.5
BKVI,Finland,Finland,,Hypoteekkiyhdistys,Finnish,Hypoteekkiyhdistys,Hypoteekkiyhdistys,ELF v1.5
BKVI,Finland,Finland,,Hypoteksförening,Swedish,Hypoteksförening,Hypoteksförening,ELF v1.5
BQ19,Finland,Finland,,Laivanisännistöyhtiö,Finnish,Laivanisännistöyhtiö,Laivanisännistöyhtiö,ELF v1.5
BQ19,Finland,Finland,,Rederibolag,Swedish,Rederibolag,Rederibolag,ELF v1.5
C51L,Finland,Finland,,Eurooppalainen taloudellinen etuyhtymä sivutoimipaikka,Finnish,Eurooppalainen taloudellinen etuyhtymä sivutoimipaikka,Eurooppalainen taloudellinen etuyhtymä sivutoimipaikka,ELF v1.5
C51L,Finland,Finland,,Filial för en europeisk ekonomisk intressegrupp,Swedish,Filial för en europeisk ekonomisk intressegrupp,Filial för en europeisk ekonomisk intressegrupp,ELF v1.5
DAFV,Finland,Finland,,Vakuutusosakeyhtiö,Finnish,Vakuutusosakeyhtiö,Vakuutusosakeyhtiö,ELF v1.5
DAFV,Finland,Finland,,Försäkringsaktiebolag,Swedish,Försäkringsaktiebolag,Försäkringsaktiebolag,ELF v1.5
DKUW,Finland,Finland,,Osakeyhtiö,Finnish,Osakeyhtiö,oy,ELF v1.5
DKUW,Finland,Finland,,Aktiebolag,Swedish,Aktiebolag,ab,ELF v1.5
DL9Z,Finland,Finland,,Ulkomainen yhteisö,Finnish,Ulkomainen yhteisö,Ulkomainen yhteisö,ELF v1.5
DL9Z,Finland,Finland,,Utländskt samfund,Swedish,Utländskt samfund,Utländskt samfund,ELF v1.5
DMT8,Finland,Finland,,Työeläkekassa,Finnish,Työeläkekassa,Työeläkekassa,ELF v1.5
DMT8,Finland,Finland,,Arbetspensionskassa,Swedish,Arbetspensionskassa,Arbetspensionskassa,ELF v1.5
EDN7,Finland,Finland,,Taloudellinen yhdistys,Finnish,Taloudellinen yhdistys,Taloudellinen yhdistys,ELF v1.5
EDN7,Finland,Finland,,Ekonomisk förening,Swedish,Ekonomisk förening,Ekonomisk förening,ELF v1.5
EDZP,Finland,Finland,,Ylioppilaskunta tai osakunta,Finnish,Ylioppilaskunta tai osakunta,Ylioppilaskunta tai osakunta,ELF v1.5
EDZP,Finland,Finland,,Studentkår eller studentnation,Swedish,Studentkår eller studentnation,Studentkår eller studentnation,ELF v1.5
EE90,Finland,Finland,,Osuuskunta,Finnish,Osuuskunta,osk,ELF v1.5
EE90,Finland,Finland,,Andelslag,Swedish,Andelslag,anl,ELF v1.5
EMC8,Finland,Finland,,Muu taloudellinen yhdistys,Finnish,Muu taloudellinen yhdistys,Muu taloudellinen yhdistys,ELF v1.5
EMC8,Finland,Finland,,Annan ekonomisk förening,Swedish,Annan ekonomisk förening,Annan ekonomisk förening,ELF v1.5
HBR3,Finland,Finland,,Julkinen keskinäinen vakuutusyhtiö,Finnish,Julkinen keskinäinen vakuutusyhtiö,Julkinen keskinäinen vakuutusyhtiö,ELF v1.5
HBR3,Finland,Finland,,Publikt ömsesidigt försäkringsaktiebolag,Swedish,Publikt ömsesidigt försäkringsaktiebolag,Publikt ömsesidigt försäkringsaktiebolag,ELF v1.5
HEOB,Finland,Finland,,Kommandiittiyhtiö,Finnish,Kommandiittiyhtiö,ky,ELF v1.5
HEOB,Finland,Finland,,Kommanditbolag,Swedish,Kommanditbolag,kb,ELF v1.5
HNWB,Finland,Finland,,Eurooppalainen taloudellinen etuyhtymä,Finnish,Eurooppalainen taloudellinen etuyhtymä,ETEY,ELF v1.5
HNWB,Finland,Finland,,Europeisk ekonomisk intresseguppering,Swedish,Europeisk ekonomisk intresseguppering,EEIG,ELF v1.5
HTT9,Finland,Finland,,Erillishallinnollinen valtion laitos,Finnish,Erillishallinnollinen valtion laitos,Erillishallinnollinen valtion laitos,ELF v1.5
HTT9,Finland,Finland,,Statlig inrättning med separat förvaltning,Swedish,Statlig inrättning med separat förvaltning,Statlig inrättning med separat förvaltning,ELF v1.5
IX7U,Finland,Finland,,Asukashallintoalue,Finnish,Asukashallintoalue,Asukashallintoalue,ELF v1.5
IX7U,Finland,Finland,,Boendeförvaltningsområde,Swedish,Boendeförvaltningsområde,Boendeförvaltningsområde,ELF v1.5
IYF9,Finland,Finland,,Evankelis-luterilainen kirkko,Finnish,Evankelis-luterilainen kirkko,Evankelis-luterilainen kirkko,ELF v1.5
IYF9,Finland,Finland,,Ev.luth. kyrkan,Swedish,Ev.luth. kyrkan,Ev.luth. kyrkan,ELF v1.5
JI3A,Finland,Finland,,Keskinäinen vahinkovakuutusyhdistys,Finnish,Keskinäinen vahinkovakuutusyhdistys,Keskinäinen vahinkovakuutusyhdistys,ELF v1.5
JI3A,Finland,Finland,,Ömsesidigt skadeförsäkringsförening,Swedish,Ömsesidigt skadeförsäkringsförening,Ömsesidigt skadeförsäkringsförening,ELF v1.5
K09E,Finland,Finland,,Yksityinen elinkeinonharjoittaja,Finnish,Yksityinen elinkeinonharjoittaja,Yksityinen elinkeinonharjoittaja,ELF v1.5
K09E,Finland,Finland,,Enskild näringsidkare,Swedish,Enskild näringsidkare,Enskild näringsidkare,ELF v1.5
K6VE,Finland,Finland,,Julkinen osakeyhtiö,Finnish,Julkinen osakeyhtiö,oyj,ELF v1.5
K6VE,Finland,Finland,,Publikt aktiebolag,Swedish,Publikt aktiebolag,abp,ELF v1.5
KHI5,Finland,Finland,,Julkinen vakuutusosakeyhtiö,Finnish,Julkinen vakuutusosakeyhtiö,Julkinen vakuutusosakeyhtiö,ELF v1.5
KHI5,Finland,Finland,,Publikt försäkringsaktiebolag,Swedish,Publikt försäkringsaktiebolag,Publikt försäkringsaktiebolag,ELF v1.5
L7XJ,Finland,Finland,,Paliskunta,Finnish,Paliskunta,Paliskunta,ELF v1.5
L7XJ,Finland,Finland,,Renbeteslag,Swedish,Renbeteslag,Renbeteslag,ELF v1.5
LBQS,Finland,Finland,,Muu yhteisvastuullinen pidätysvelvollinen,Finnish,Muu yhteisvastuullinen pidätysvelvollinen,Muu yhteisvastuullinen pidätysvelvollinen,ELF v1.5
LBQS,Finland,Finland,,Annan solidariskt ansvarig innehållningspliktig,Swedish,Annan solidariskt ansvarig innehållningspliktig,Annan solidariskt ansvarig innehållningspliktig,ELF v1.5
MBPY,Finland,Finland,,Asumisoikeusyhdistys,Finnish,Asumisoikeusyhdistys,Asumisoikeusyhdistys,ELF v1.5
MBPY,Finland,Finland,,Boenderättsförening,Swedish,Boenderättsförening,Boenderättsförening,ELF v1.5
MRW9,Finland,Finland,,Muu julkisoikeudellinen oikeushenkilö,Finnish,Muu julkisoikeudellinen oikeushenkilö,Muu julkisoikeudellinen oikeushenkilö,ELF v1.5
MRW9,Finland,Finland,,Annan offentligrättslig juridisk person,Swedish,Annan offentligrättslig juridisk person,Annan offentligrättslig juridisk person,ELF v1.5
N3LC,Finland,Finland,,Rekisteröity uskonnollinen yhdyskunta,Finnish,Rekisteröity uskonnollinen yhdyskunta,Rekisteröity uskonnollinen yhdyskunta,ELF v1.5
N3LC,Finland,Finland,,Registrerat religiöst samfund,Swedish,Registrerat religiöst samfund,Registrerat religiöst samfund,ELF v1.5
NV7C,Finland,Finland,,Muu säätiö,Finnish,Muu säätiö,Muu säätiö,ELF v1.5
NV7C,Finland,Finland,,Annan stiftelse,Swedish,Annan stiftelse,Annan stiftelse,ELF v1.5
OXLO,Finland,Finland,,Valtion liikelaitos,Finnish,Valtion liikelaitos,Valtion liikelaitos,ELF v1.5
OXLO,Finland,Finland,,Statlig affärsinrättning,Swedish,Statlig affärsinrättning,Statlig affärsinrättning,ELF v1.5
PPMX,Finland,Finland,,Avoin yhtiö,Finnish,Avoin yhtiö,Avoin yhtiö,ELF v1.5
PPMX,Finland,Finland,,Öppet bolag,Swedish,Öppet bolag,Öppet bolag,ELF v1.5
R39F,Finland,Finland,,Kauppakamari,Finnish,Kauppakamari,Kauppakamari,ELF v1.5
R39F,Finland,Finland,,Handelskammare,Swedish,Handelskammare,Handelskammare,ELF v1.5
R5ZC,Finland,Finland,,Eurooppaosuuskunnan kiinteä toimipaikka,Finnish,Eurooppaosuuskunnan kiinteä toimipaikka,Eurooppaosuuskunnan kiinteä toimipaikka,ELF v1.5
R5ZC,Finland,Finland,,Fast driftställe för europeisk kooperativ förening,Swedish,Fast driftställe för europeisk kooperativ förening,Fast driftställe för europeisk kooperativ förening,ELF v1.5
R6UB,Finland,Finland,,Verotusyhtymä,Finnish,Verotusyhtymä,Verotusyhtymä,ELF v1.5
R6UB,Finland,Finland,,Beskattningssammanslutning,Swedish,Beskattningssammanslutning,Beskattningssammanslutning,ELF v1.5
SDPE,Finland,Finland,,Työttömyyskassa,Finnish,Työttömyyskassa,Työttömyyskassa,ELF v1.5
SDPE,Finland,Finland,,Arbetslöshetskassa,Swedish,Arbetslöshetskassa,Arbetslöshetskassa,ELF v1.5
SJL9,Finland,Finland,,Osuuspankki,Finnish,Osuuspankki,Osuuspankki,ELF v1.5
SJL9,Finland,Finland,,Andelsbank,Swedish,Andelsbank,Andelsbank,ELF v1.5
SKGX,Finland,Finland,,Yhteisetuudet,Finnish,Yhteisetuudet,Yhteisetuudet,ELF v1.5
SKGX,Finland,Finland,,Samfällda förmåner,Swedish,Samfällda förmåner,Samfällda förmåner,ELF v1.5
SQS1,Finland,Finland,,Ahvenanmaan maakunta ja sen virastot,Finnish,Ahvenanmaan maakunta ja sen virastot,Ahvenanmaan maakunta ja sen virastot,ELF v1.5
SQS1,Finland,Finland,,Lanskapet Åland och dess ämbetsverk,Swedish,Lanskapet Åland och dess ämbetsverk,Lanskapet Åland och dess ämbetsverk,ELF v1.5
SUHV,Finland,Finland,,Muu verotuksen yksikkö,Finnish,Muu verotuksen yksikkö,Muu verotuksen yksikkö,ELF v1.5
SUHV,Finland,Finland,,Annan enhet inom beskattningen,Swedish,Annan enhet inom beskattningen,Annan enhet inom beskattningen,ELF v1.5
T31U,Finland,Finland,,Kuntainliiton liikelaitos,Finnish,Kuntainliiton liikelaitos,Kuntainliiton liikelaitos,ELF v1.5
T31U,Finland,Finland,,Kommunförbundets affärsinrättning,Swedish,Kommunförbundets affärsinrättning,Kommunförbundets affärsinrättning,ELF v1.5
T3K4,Finland,Finland,,Yhteismetsä,Finnish,Yhteismetsä,Yhteismetsä,ELF v1.5
T3K4,Finland,Finland,,Samfälld skog,Swedish,Samfälld skog,Samfälld skog,ELF v1.5
TZ1U,Finland,Finland,,Kunnallinen liikelaitos,Finnish,Kunnallinen liikelaitos,Kunnallinen liikelaitos,ELF v1.5
TZ1U,Finland,Finland,,Kommunal affärsinrättning,Swedish,Kommunal affärsinrättning,Kommunal affärsinrättning,ELF v1.5
UAV1,Finland,Finland,,Eurooppaosuuskunta,Finnish,Eurooppaosuuskunta,SCE,ELF v1.5
UAV1,Finland,Finland,,Europaandelslag,Swedish,Europaandelslag,SCE,ELF v1.5
UMF0,Finland,Finland,,Konkurssipesä,Finnish,Konkurssipesä,Konkurssipesä,ELF v1.5
UMF0,Finland,Finland,,Konkursbo,Swedish,Konkursbo,Konkursbo,ELF v1.5
UXEW,Finland,Finland,,Aatteellinen yhdistys,Finnish,Aatteellinen yhdistys,Aatteellinen yhdistys,ELF v1.5
UXEW,Finland,Finland,,Ideell förening,Swedish,Ideell förening,Ideell förening,ELF v1.5
V0TJ,Finland,Finland,,Asunto-osakeyhtiö,Finnish,Asunto-osakeyhtiö,Asunto-osakeyhtiö,ELF v1.5
V0TJ,Finland,Finland,,Bostadsaktiebolag,Swedish,Bostadsaktiebolag,Bostadsaktiebolag,ELF v1.5
V42B,Finland,Finland,,Ortodoksinen kirkko,Finnish,Ortodoksinen kirkko,Ortodoksinen kirkko,ELF v1.5
V42B,Finland,Finland,,Ortodoxa kyrkan,Swedish,Ortodoxa kyrkan,Ortodoxa kyrkan,ELF v1.5
VKKN,Finland,Finland,,Eurooppaosuuspankki,Finnish,Eurooppaosuuspankki,Eurooppaosuuspankki,ELF v1.5
VKKN,Finland,Finland,,Europaandelsbank,Swedish,Europaandelsbank,Europaandelsbank,ELF v1.5
VOTI,Finland,Finland,,Kuntayhtymä,Finnish,Kuntayhtymä,Kuntayhtymä,ELF v1.5
VOTI,Finland,Finland,,Samkommun,Swedish,Samkommun,Samkommun,ELF v1.5
XGKW,Finland,Finland,,Ahvenanmaan liikelaitos,Finnish,Ahvenanmaan liikelaitos,Ahvenanmaan liikelaitos,ELF v1.5
XGKW,Finland,Finland,,Ålands affärsverk,Swedish,Ålands affärsverk,Ålands affärsverk,ELF v1.5
XJH3,Finland,Finland,,Eurooppayhtiö,Finnish,Eurooppayhtiö,SE,ELF v1.5
XJH3,Finland,Finland,,Europabolag,Swedish,Europabolag,SE,ELF v1.5
YK5G,Finland,Finland,,Säätiö,Finnish,Säätiö,sr,ELF v1.5
YK5G,Finland,Finland,,Stiftelse,Swedish,Stiftelse,sr,ELF v1.5
Z38E,Finland,Finland,,Säästöpankki,Finnish,Säästöpankki,Säästöpankki,ELF v1.5
Z38E,Finland,Finland,,Sparbank,Swedish,Sparbank,Sparbank,ELF v1.5
ZMTL,Finland,Finland,,Kuolinpesä,Finnish,Kuolinpesä,Kuolinpesä,ELF v1.5
ZMTL,Finland,Finland,,Dödsbo,Swedish,Dödsbo,Dödsbo,ELF v1.5
157O,France,France,,Régie d'une collectivité locale à caractère administratif,French,Régie d'une collectivité locale à caractère administratif,Régie d'une collectivité locale à caractère administratif,ELF v1.5
1B88,France,France,,SCP de médecins,French,SCP de médecins,SCP de médecins,ELF v1.5
1GNM,France,France,,Syndicat de salariés,French,Syndicat de salariés,Syndicat de salariés,ELF v1.5
1L24,France,France,,Autre société civile,French,Autre société civile,Autre société civile,ELF v1.5
1NF1,France,France,,SA nationale à conseil d'administration,French,SA nationale à conseil d'administration,SA nationale à conseil d'administration,ELF v1.5
1Q16,France,France,,Société créée de fait entre personnes physiques,French,Société créée de fait entre personnes physiques,Société créée de fait entre personnes physiques,ELF v1.5
1Y0C,France,France,,SARL d'attribution,French,SARL d'attribution,SARL d'attribution,ELF v1.5
211B,France,France,,Société coopérative agricole,French,Société coopérative agricole,Société coopérative agricole,ELF v1.5
29FA,France,France,,Institution interrégionale ou entente,French,Institution interrégionale ou entente,Institution interrégionale ou entente,ELF v1.5
2N4L,France,France,,(Autre) Collectivité territoriale,French,(Autre) Collectivité territoriale,(Autre) Collectivité territoriale,ELF v1.5
2ONM,France,France,,SA d'attribution à directoire,French,SA d'attribution à directoire,SA d'attribution à directoire,ELF v1.5
2WMP,France,France,,Autre personne morale de droit administratif,French,Autre personne morale de droit administratif,Autre personne morale de droit administratif,ELF v1.5
2XIK,France,France,,Mutuelle,French,Mutuelle,Mutuelle,ELF v1.5
34QS,France,France,,Autre personne morale de droit privé,French,Autre personne morale de droit privé,Autre personne morale de droit privé,ELF v1.5
3AZY,France,France,,Coopérative d'utilisation de matériel agricole en commun (CUMA),French,Coopérative d'utilisation de matériel agricole en commun (CUMA),Coopérative d'utilisation de matériel agricole en commun (CUMA),ELF v1.5
3FCU,France,France,,Société d'exercice libéral par action simplifiée,French,Société d'exercice libéral par action simplifiée,Société d'exercice libéral par action simplifiée,ELF v1.5
3NJL,France,France,,Autre personne de droit privé inscrite au registre du commerce et des sociétés,French,Autre personne de droit privé inscrite au registre du commerce et des sociétés,Autre personne de droit privé inscrite au registre du commerce et des sociétés,ELF v1.5
3OK3,France,France,,SCP de notaires,French,SCP de notaires,SCP de notaires,ELF v1.5
3S6E,France,France,,Service départemental d'incendie et de secours (SDIS),French,Service départemental d'incendie et de secours (SDIS),Service départemental d'incendie et de secours (SDIS),ELF v1.5
3XTE,France,France,,SARL coopérative de consommation,French,SARL coopérative de consommation,SARL coopérative de consommation,ELF v1.5
487E,France,France,,Établissement public local d'enseignement,French,Établissement public local d'enseignement,Établissement public local d'enseignement,ELF v1.5
491H,France,France,,Association non déclarée,French,Association non déclarée,Association non déclarée,ELF v1.5
4DZU,France,France,,Autre SARL coopérative,French,Autre SARL coopérative,Autre SARL coopérative,ELF v1.5
4H0F,France,France,,Autre établissement public local de coopération non spécialisé ou entente,French,Autre établissement public local de coopération non spécialisé ou entente,Autre établissement public local de coopération non spécialisé ou entente,ELF v1.5
4JS0,France,France,,Association syndicale autorisée,French,Association syndicale autorisée,Association syndicale autorisée,ELF v1.5
4RT7,France,France,,SA de HLM à conseil d'administration,French,SA de HLM à conseil d'administration,SA de HLM à conseil d'administration,ELF v1.5
4VD7,France,France,,Pôle d'équilibre territorial et rural (PETR),French,Pôle d'équilibre territorial et rural (PETR),Pôle d'équilibre territorial et rural (PETR),ELF v1.5
59F9,France,France,,Groupement foncier agricole,French,Groupement foncier agricole,Groupement foncier agricole,ELF v1.5
5AJO,France,France,,Caisse d'Épargne et de Prévoyance,French,Caisse d'Épargne et de Prévoyance,Caisse d'Épargne et de Prévoyance,ELF v1.5
5K0Q,France,France,,Établissement public local social et médico-social,French,Établissement public local social et médico-social,Établissement public local social et médico-social,ELF v1.5
5VCF,France,France,,SA à directoire (s.a.i.),French,SA à directoire (s.a.i.),SA à directoire (s.a.i.),ELF v1.5
61WE,France,France,,Institution de retraite supplémentaire,French,Institution de retraite supplémentaire,Institution de retraite supplémentaire,ELF v1.5
66JQ,France,France,,Syndicat de copropriété,French,Syndicat de copropriété,Syndicat de copropriété,ELF v1.5
6CHY,France,France,,société par actions simplifiée,French,société par actions simplifiée,SAS,ELF v1.5
6CJJ,France,France,,SCP de géomètres experts,French,SCP de géomètres experts,SCP de géomètres experts,ELF v1.5
6DYI,France,France,,Société de Participations Financières de Profession Libérale Société à responsabilité limitée (SPFPL SARL),French,Société de Participations Financières de Profession Libérale Société à responsabilité limitée (SPFPL SARL),Société de Participations Financières de Profession Libérale Société à responsabilité limitée (SPFPL SARL),ELF v1.5
