Name,Name clean,GCAP ID,Website,LEI (if applicable),Country of HQ,UN Region,Parent company (if applicable),Annual Revenue in USD (if applicable),Type,Sector (if applicable),Assets Under Mgt. (if financial institution),Join Date (DD/MM/YYYY),Where did they publish in 2022?,Where did they publish in 2023?,Partner comment,Partner comment (Sep-24),Update round,Business Declares,Cities Race to Zero,Climate Action Accelerator,Exponential Roadmap Iniative,Fashion Industry Charter for Climate Action,Health Care without Harm,International Wineries for Climate Action (IWCA),Japan Climate Initiative (JCI),National Parks UK,Net Zero Asset Managers Initiative,Net Zero Banking Alliance,Net Zero Investment Consultants (NZIC),Net-Zero Asset Owner Alliance (NZAOA),Net-Zero Export Credit Agencies Alliance (NZECA),Paris Aligned Asset Owners (PAAO),Planet Mark,Pledge to Net Zero,Race to Zero for Universities and Colleges,SBTi,Scotch Whisky Association (SWA),SME Climate Hub,Sports for Climate Action Framework,Tech Zero,The Exchange Group - Net Zero Financial Services Providers Alliance Exchange Group (NZFSPA),Under 2 Coalition,Venture Climate Alliance (VCA)
BambuuBrush,bambuubrush,,https://bambuubrush.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Brean Beach Holiday Parks Limited,brean beach holiday parks,GCAP21837,https://coastandcountryparks.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Hospitality,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Cozy Glow,cozy glow,GCAP21849,https://cozyglow.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Founders Alliance,founders alliance,GCAP21682,http://www.foundersalliance.com,,Sweden,Western European and Others Group (WEOG),,,SME,Other,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
John Sankey,john sankey,GCAP21886,https://www.johnsankey.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Manufacturing,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Perfect Sense AQ Ltd,perfect sense aq,GCAP21916,https://perfectsenseaq.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Petroassist UK Limited,petroassist,GCAP21917,http://www.petroassist.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Power from Plastic Ltd,from plastic,GCAP21922,http://www.powerfromplastic.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Power generation,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Pure Table Top,pure table top,GCAP21927,https://www.puretabletop.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
REDBOX Group,redbox,GCAP19560,http://www.redbox.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Staffordshire Chambers of Commerce,staffordshire chambers commerce,GCAP22770,http://www.staffordshirechambers.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Brooks Running,brooks running,GCAP19649,brooksrunning.com,,United States of America,Western European and Others Group (WEOG),,,Company,Apparel,,01/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Willmott Dixon Holdings Limited,willmott dixon,GCAP20426,,,United Kingdom,Western European and Others Group (WEOG),,,Company,Infrastructure,,01/06/2020,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Altitude Angel,altitude angel,,http://altitudeangel.com,7/7/27499,United Kingdom,Western European and Others Group (WEOG),,,SME,Other commercial service activities,,01/05/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
NanoSoils Bio,nanosoils bio,,http://nanosoils.com,,Australia,Western European and Others Group (WEOG),,,SME,Land use - Agriculture forestry and fishing,,01/05/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Practical Infosec,practical infosec,,https://practical-infosec.com,5/9/36349,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology,,01/05/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Ace Deco,ace deco,,http://acedeco.in,,India,Asia-Pacific Group,,,SME,Basic metals manufacturing,,01/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Alleima,alleima,,alleima.com,529900EBHTYGLA6PGP77,Sweden,Western European and Others Group (WEOG),,,Company,Materials,,01/05/2023,,,,,Mar-23,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Appen Limited,appen,,http://appen.com/,254900XDTS1IBK6ZMQ16,Australia,Western European and Others Group (WEOG),,,Company,Services,,01/05/2023,CDP,,,,Mar-23,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
AXA Climate,axa climate,,,,India,Asia-Pacific Group,,,SME,Activities of membership organisations,,01/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"BayCurrent Consulting, Inc.",baycurrent consulting,,https://www.baycurrent.co.jp/en/,,Japan,Asia-Pacific Group,,,Company,Services,,01/05/2023,,,,,Mar-23,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
BORALEX Inc.,boralex,,https://www.boralex.com/,5493004UT7HNQU2SVR90,Canada,Western European and Others Group (WEOG),,,Company,Power generation,,01/05/2023,CDP,,,,Mar-23,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Bright Blue Foods (BBF) Ltd,bright blue foods bbf,,https://www.bbflimited.com,,United Kingdom,Western European and Others Group (WEOG),,,Company,"Food, beverage & agriculture",,01/05/2023,,,,,Mar-23,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Canada Goose,canada goose,,canadagoose.com,5493005JT54IX5MZ9P52,Canada,Western European and Others Group (WEOG),,,Company,Apparel,,01/05/2023,,,,,Mar-23,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Canyon Bicycles GmbH,canyon bicycles,,https://www.canyon.com/de-de/,529900ODXNU8H8UVR882,Germany,Western European and Others Group (WEOG),,,Company,Manufacturing,,01/05/2023,,,,,Mar-23,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Chemonics International,chemonics,,chemonics.com,549300MYSLM47NMV8N76,United States of America,Western European and Others Group (WEOG),,,Company,Services,,01/05/2023,CDP,,,,Mar-23,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Chung Hwa Pulp Corporation,chung hwa pulp,,http://www.chp.com.tw/en,,,,,,Company,Manufacturing,,01/05/2023,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
CIE Automotive,cie automotive,,cieautomotive.com,,Spain,Western European and Others Group (WEOG),,,Company,Manufacturing,,01/05/2023,CDP,,,,Mar-23,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Country Style Foods Ltd,country style foods,,http://www.countrystyle.co.uk/,Not relevant,United Kingdom,Western European and Others Group (WEOG),,,Company,"Food, beverage & agriculture",,01/05/2023,,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
CRONIMET Holding GmbH,cronimet,,https://www.cronimet.de/de/,,Germany,Western European and Others Group (WEOG),,,Company,Other,,01/05/2023,,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Develey Polska Sp. z o.o.,develey polska,,https://develey.pl/,no,Germany,Western European and Others Group (WEOG),,,Company,"Food, beverage & agriculture",,01/05/2023,,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Direct Wines,direct wines,,directwines.com.tw,not available,United Kingdom,Western European and Others Group (WEOG),,,Company,Retail,,01/05/2023,,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
DTS CORPORATION,dts,,https://www.dts.co.jp/,,Japan,Asia-Pacific Group,,,Company,Services,,01/05/2023,CDP,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Dura Vermeer Groep N.V.,dura vermeer groep,,https://www.duravermeer.nl/,724500G62K7DAF2T8I08,Netherlands,Western European and Others Group (WEOG),,,Company,Infrastructure,,01/05/2023,,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
ECOALF RECYCLED FABRICS S.L.,ecoalf recycled fabrics,,https://ecoalf.com/en,,Spain,Western European and Others Group (WEOG),,,SME,Apparel,,01/05/2023,,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
EFG EUROPEAN FURNITURE GROUP LTD,efg european furniture,,www.efgoffice.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Materials,,01/05/2023,,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,
Ethias,ethias,,ethias.be,549300WG3JO935L6QD56,Belgium,Western European and Others Group (WEOG),,,Financial Institution,,,01/05/2023,CDP,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Evergreen Garden Care,evergreen garden care,,www.lovethegarden.com,,United Kingdom,Western European and Others Group (WEOG),,,Company,Materials,,01/05/2023,,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Faerch A/S,faerch,,https://www.faerch.com,52990081KJN8Y0JHKO62,Denmark,Western European and Others Group (WEOG),,,Company,Manufacturing,,01/05/2023,,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Foundever,foundever,,sitel.com,549300BCU0GW2NDZ8U96,France,Western European and Others Group (WEOG),,,Company,Services,,01/05/2023,CDP,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Fourfront Group Ltd,fourfront,,https://www.fourfrontgroup.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,01/05/2023,,,,,Mar-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
